10000;0.001953
20000;0.008789
30000;0.007812
40000;0.009766
50000;0.014648
60000;0.017578
70000;0.019531
80000;0.025391
90000;0.029297
100000;0.030273
110000;0.032227
120000;0.032227
130000;0.036133
140000;0.040039
150000;0.041992
160000;0.047852
170000;0.049805
180000;0.052734
190000;0.053711
200000;0.056641
210000;0.060547
220000;0.060547
230000;0.067383
240000;0.069336
250000;0.070312
260000;0.074219
270000;0.077148
280000;0.081055
290000;0.083008
300000;0.082031
310000;0.092773
320000;0.089844
330000;0.093750
340000;0.112305
350000;0.118164
360000;0.127930
370000;0.130859
380000;0.122070
390000;0.136719
400000;0.139648
410000;0.154297
420000;0.129883
430000;0.137695
440000;0.138672
450000;0.144531
460000;0.138672
470000;0.147461
480000;0.139648
490000;0.140625
500000;0.144531
510000;0.150391
520000;0.148438
530000;0.150391
540000;0.155273
550000;0.158203
560000;0.160156
570000;0.164062
580000;0.167969
590000;0.170898
600000;0.176758
610000;0.175781
620000;0.181641
630000;0.180664
640000;0.182617
650000;0.187500
660000;0.192383
670000;0.194336
680000;0.197266
690000;0.197266
700000;0.239258
710000;0.242188
720000;0.208984
730000;0.254883
740000;0.214844
750000;0.218750
760000;0.220703
770000;0.223633
780000;0.227539
790000;0.237305
800000;0.234375
810000;0.239258
820000;0.232422
830000;0.241211
840000;0.244141
850000;0.248047
860000;0.251953
870000;0.258789
880000;0.251953
890000;0.262695
900000;0.258789
910000;0.263672
920000;0.272461
930000;0.280273
940000;0.273438
950000;0.280273
960000;0.278320
970000;0.288086
980000;0.291016
990000;0.283203
1000000;0.314453
