2000000;0.940280
2100000;0.803321
2200000;0.777938
2300000;0.806363
2400000;0.841103
2500000;0.885100
2600000;0.913085
2700000;0.941796
2800000;0.976710
2900000;1.025443
3000000;1.103667
3100000;1.091049
3200000;1.237330
3300000;1.180414
3400000;1.204143
3500000;1.245811
3600000;1.301870
3700000;1.424687
3800000;1.690306
3900000;1.439597
4000000;1.444879
4100000;1.484048
4200000;1.599073
4300000;1.587529
4400000;1.620203
4500000;1.659248
4600000;1.670086
4700000;1.707823
4800000;1.736848
4900000;1.797510
5000000;1.887963
5100000;1.920728
5200000;1.916712
5300000;1.966543
5400000;2.157693
5500000;2.188785
5600000;2.369898
5700000;2.239557
5800000;2.302841
5900000;2.323931
6000000;2.271682
6100000;2.223231
6200000;2.409703
6300000;2.444882
6400000;2.477264
6500000;2.558952
6600000;2.490637
6700000;2.445681
6800000;2.490177
6900000;2.540475
7000000;2.585791
7100000;2.674503
7200000;2.699722
7300000;2.856114
7400000;2.749827
7500000;2.916382
7600000;2.815208
7700000;2.918609
7800000;2.908900
7900000;2.927502
8000000;2.993046
8100000;3.060578
8200000;3.103355
8300000;3.144766
8400000;3.189669
8500000;3.228180
8600000;3.253721
8700000;3.273318
8800000;3.309475
8900000;3.392916
9000000;3.395214
9100000;3.495648
9200000;3.493156
9300000;3.535903
9400000;3.582711
9500000;3.612584
9600000;3.671569
9700000;3.666507
9800000;3.738306
9900000;3.814299
10000000;3.822081
